"Id","trans_date_trans_time","cc_num","merchant","category","amt","first","last","gender","street","city","state","zip","lat","long","city_pop","job","dob","trans_num","unix_time","merch_lat","merch_long","is_fraud"
"182059","24/08/2020 08:09","6011350000000000.0","fraud_Kerluke, Considine and Macejkovic","misc_net","34.17","Samuel","Johnston","M","16285 Jessica Lights","Birmingham","AL","35229","33.4629","-86.7904","493806","Musician","12/07/1980","b21ede44d8b95b3cd600a806ed162a3e","1377331749","34.374802","-85.880954","0"
"509405","21/12/2020 17:07","4613310000000.0","fraud_Padberg-Rogahn","entertainment","70.22","Jason","Murphy","M","542 Steve Curve Suite 011","Collettsville","NC","28611","35.9946","-81.7266","885","Soil scientist","15/09/1988","35d8702acac88e2a09a38430e1ad31f9","1387645625","35.58294","-80.869663","0"
"172699","20/08/2020 20:48","372520000000000.0","fraud_Kuphal-Predovic","misc_net","91.19","Lori","Ramirez","F","4293 Ramirez Squares","Ranier","MN","56668","48.6031","-93.2977","136","Ceramics designer","20/02/2000","3ffebf057f57ff41c0d2be0e27f91fcd","1377031735","48.721542","-92.300879","0"
"413987","30/11/2020 17:33","4716560000000000.0","fraud_Windler, Goodwin and Kovacek","home","34.47","Lauren","Anderson","F","11014 Chad Lake Apt. 573","Heart Butte","MT","59448","48.2777","-112.8456","743","Water engineer","04/05/1972","ddbe0f0d358c884e0e6a3849c0806f67","1385832802","48.975524","-112.175857","0"
"308237","16/10/2020 05:49","3533180000000000.0","fraud_Miller-Hauck","grocery_pos","160.63","Derek","Bentley","M","782 Lee Crossing Apt. 209","Weeping Water","NE","68463","40.8731","-96.1528","1517","Dealer","08/11/1951","a1aabb53a8647e2496f14d40a4edbb17","1381902589","41.084285","-95.833227","0"
"516575","22/12/2020 19:55","4988300000000.0","fraud_Moore, Williamson and Emmerich","home","151.66","William","Thompson","M","977 Rita Grove Apt. 000","Rock Tavern","NY","12575","41.4575","-74.1659","2258","Building surveyor","17/03/1937","34b1f21547660f536964bbab892c7f9a","1387742101","42.366031","-73.875713","0"
"488358","16/12/2020 20:32","30343300000000.0","fraud_Kilback LLC","food_dining","105.29","Jacob","Dawson","M","663 Anna Plaza","Marienville","PA","16239","41.4622","-79.1306","4172","Copywriter, advertising","20/03/1962","32c2b234d09f99205d9b23aabd0b007e","1387225922","42.066514","-78.89815","0"
"46748","07/07/2020 04:35","180085000000000.0","fraud_Schamberger-O'Keefe","grocery_pos","204.5","Holly","Mann","F","7644 Joseph Fields","Nokomis","IL","62075","39.3036","-89.2853","3458","Building surveyor","08/12/1985","0c35b0b7fad4704e603852976b0d9eef","1373171726","38.816524","-89.343009","0"
"476244","14/12/2020 12:46","4.37337e+18","fraud_Witting, Beer and Ernser","home","54.16","Hailey","Rhodes","F","337 Michael Harbors Suite 722","Michigan","ND","58259","48.0204","-98.1186","454","Producer, television/film/video","29/07/1972","991da3c1c528ac733267495408e57e4e","1387025160","47.953226","-97.973519","0"
"200027","30/08/2020 20:54","4908850000000000.0","fraud_O'Connell, Botsford and Hand","home","29.23","Lauren","Torres","F","03030 White Lakes","Grandview","TX","76050","32.2779","-97.2351","5875","Radiographer, therapeutic","24/07/1992","2037219217ab131d641efe9ef49ad17a","1377896076","33.214423","-96.650996","0"
"210326","03/09/2020 05:37","38797400000000.0","fraud_Gislason Group","misc_pos","30.04","Andrew","Tucker","M","583 Gray Creek","Oak Hill","NY","12460","42.4069","-74.1528","277","Glass blower/designer","12/12/1971","dad4ef6614c544f6bcf8f6083ae98427","1378186654","42.582203","-73.517972","0"
"451392","08/12/2020 15:13","213161000000000.0","fraud_Barton LLC","kids_pets","33.94","Catherine","Weber","F","74890 Rodriguez Springs Apt. 540","West Henrietta","NY","14586","43.0397","-77.6871","10256","Teacher, primary school","24/06/1968","7b36b7c99ccc98ccc3fe9194c13315fa","1386515623","43.736842","-77.808247","0"
"163598","17/08/2020 16:27","3598300000000000.0","fraud_Nader-Maggio","personal_care","34.43","Vincent","Flowers","M","0189 Emily Prairie","Wichita","KS","67232","37.6395","-97.1714","409656","Heritage manager","27/12/1985","d5f51212a4d6f700a373b109d03df751","1376756835","36.779732","-96.500206","0"
"407074","29/11/2020 01:18","3542160000000000.0","fraud_Raynor, Feest and Miller","gas_transport","37.89","Bradley","Anderson","M","3896 Gilmore Mill","Emmons","MN","56029","43.5089","-93.4824","744","Communications engineer","28/01/1968","064db0b71fc673a12aedde1a45a0e424","1385687893","42.664987","-92.569764","0"
"30077","01/07/2020 00:31","38947700000000.0","fraud_Kovacek, Dibbert and Ondricka","grocery_pos","106.8","Lori","Rodriguez","F","12087 Michael Light","Creola","OH","45622","39.3543","-82.503","321","Copywriter, advertising","24/06/1979","a43e1f1796f39dc2af319faf032eae65","1372638663","38.994578","-82.56715","0"
"60925","12/07/2020 16:47","3560320000000000.0","fraud_Gottlieb-Hansen","personal_care","6.0","William","Skinner","M","524 Wu Spurs Suite 894","Mount Hope","AL","35651","34.4793","-87.4769","1312","Librarian, academic","01/02/1955","124b8148a55c8f73046107b3d36c0de0","1373647659","34.369269","-87.658593","0"
"534840","27/12/2020 16:37","4629450000000000.0","fraud_Bins, Balistreri and Beatty","shopping_pos","3.23","Karen","Warren","F","4900 Curtis Gardens Suite 952","Hahira","GA","31632","30.9416","-83.3574","10295","Teacher, special educational needs","26/12/1997","6a1adec79721415954c21c7fe4ffa76c","1388162243","31.787089","-82.852707","0"
"291945","09/10/2020 01:41","3592930000000000.0","fraud_Bernier, Streich and Jewess","grocery_net","113.98","Dylan","Garcia","M","923 Jordan Road","Afton","MN","55001","44.8696","-92.8234","2916","Barrister's clerk","29/06/1935","401c474cf7b1247565bc07957b038fbf","1381282863","45.428026","-92.338594","0"
"67497","14/07/2020 10:38","4173950000000000.0","fraud_Morissette, Weber and Wiegand","grocery_net","91.95","Stephen","Marshall","M","47144 Roberts Keys","Monmouth Beach","NJ","7750","40.333","-73.9809","3279","Health promotion specialist","05/10/1978","ddd88942b3b41dcbb8365e270cb4d851","1373798292","39.998051","-74.869005","0"
"124139","03/08/2020 16:38","676195000000.0","fraud_Erdman-Schaden","personal_care","47.87","Brandy","Quinn","F","9734 Beard Fields Suite 885","Altair","TX","77412","29.6047","-96.5249","106","Editor, film/video","24/07/1983","fbb47044d5d6a0ca4aa679b20e07953b","1375547926","28.861769","-96.689351","0"
"144879","10/08/2020 20:14","3566880000000000.0","fraud_Cole, Hills and Jewess","home","78.13","Adam","Mcdonald","M","997 Cameron Meadow Apt. 980","South Hero","VT","5486","44.64","-73.3113","1654","Transport planner","31/01/1991","7865a3873839fd377b7cfad9cf2bb28c","1376165660","44.400112","-72.985375","0"
"118631","02/08/2020 03:42","343464000000000.0","fraud_Macejkovic-Lesch","shopping_pos","258.43","Jodi","Foster","F","551 Zachary Freeway","Bailey","NC","27807","35.8072","-78.0892","6629","Call centre manager","13/08/1962","ed1e262563870d14335e6b9163608522","1375414944","36.319974","-77.725018","0"
"136576","08/08/2020 09:40","4.22599e+18","fraud_Boehm, Block and Jakubowski","misc_pos","8.09","Brian","Simpson","M","2711 Duran Pines","Honokaa","HI","96727","20.0827","-155.488","4878","Physiotherapist","03/12/1966","0916de236282adcef495f6d1b73651c2","1375954857","19.288003","-155.565563","0"
"480403","15/12/2020 02:54","3543300000000000.0","fraud_Block-Parisian","misc_net","35.41","Angela","White","F","137 Adam Dale","Lebanon","VA","24266","36.8809","-82.0956","9521","Teacher, English as a foreign language","19/10/1977","6223304e7da1bb86cf7f33d8ac00d710","1387076050","37.49187","-82.248798","0"
"531496","27/12/2020 00:12","6517220000000000.0","fraud_Kris-Weimann","misc_net","37.54","James","Reese","M","26975 Richardson Mills Apt. 402","Sontag","MS","39665","31.6453","-90.1801","1196","Librarian, academic","11/06/1958","ee03c2aa5ac552a8d532aa64367d77b9","1388103146","31.580034","-89.537814","0"
"304561","13/10/2020 23:33","4.86131e+18","fraud_Kris-Padberg","shopping_pos","6.37","Ashley","Cruz","F","65417 Walsh Radial Suite 691","Saint Amant","LA","70774","30.2385","-90.8435","10076","Surveyor, rural practice","16/12/1977","3e7840502a91ffbc3c13265db5b242c9","1381707206","30.455584","-90.819298","0"
"336378","27/10/2020 22:34","4383520000000.0","fraud_Kuphal-Toy","food_dining","133.07","John","Robertson","M","209 Austin Stream Apt. 231","Indianapolis","IN","46290","39.9347","-86.1633","910148","Academic librarian","22/09/1987","a0a8ccec2e2960e603e52f5456c407a1","1382913283","39.478753","-87.014091","0"
"151713","13/08/2020 05:12","676149000000.0","fraud_Kerluke, Kertzmann and Wiza","misc_net","1.48","Jennifer","Vega","F","91644 Crystal Drives","Eagarville","IL","62023","39.1118","-89.7855","91","Materials engineer","18/11/1962","58160764e58a8ce1dd49234b2c09fb66","1376370748","39.378307","-88.937527","0"
"153293","13/08/2020 22:37","30238800000000.0","fraud_Dare-Gibson","health_fitness","60.28","Danielle","Yu","F","5395 Colon Burgs Suite 037","Thrall","TX","76578","30.592","-97.2893","1766","Press sub","02/01/1976","2a6ab2419e1a936d6bbdc272df92fe5d","1376433425","30.693245","-97.828223","0"
"324585","23/10/2020 12:19","377993000000000.0","fraud_Mohr Inc","shopping_pos","87.88","Nathan","Martinez","M","586 Thomas Cliffs","Oconto Falls","WI","54154","44.8755","-88.1555","5548","Mining engineer","11/09/1975","7a0d25a6a94aeb46bdf5c3180cbbca4a","1382530754","44.03436","-87.697748","0"
"390194","21/11/2020 10:49","4.31958e+18","fraud_Stanton, Jakubowski and Baumbach","shopping_net","21.79","Kathleen","Nash","F","010 Salazar Walk","Cromona","KY","41810","37.1788","-82.695","502","Chief Financial Officer","01/02/1960","49cba3b231e91e2c64689e770cfae584","1385030977","37.9273","-82.106133","0"
"485212","15/12/2020 21:48","2285070000000000.0","fraud_Schaefer, Fay and Hilll","entertainment","62.25","Richard","Brown","M","17819 Jose Mount Suite 657","Heidelberg","MS","39439","31.882","-88.9981","4573","Exhibitions officer, museum/gallery","15/02/1988","95534f4fce11e48e4c36c51ee9afcc27","1387144134","32.134976","-88.976064","0"
"445555","07/12/2020 16:30","4514240000000000.0","fraud_Little-Gleichner","travel","9.45","Janet","Carpenter","F","9870 Collins Flat","Laramie","WY","82072","41.4247","-105.4781","35371","Pilot, airline","02/09/1988","3b898699495e8aaf1273b047ea58aed7","1386433825","41.809614","-105.306055","0"
"449311","08/12/2020 06:09","3560800000000000.0","fraud_Friesen-Stamm","gas_transport","48.57","Janet","Turner","F","0925 Lang Extensions","Shields","ND","58569","46.1838","-101.2589","77","Film/video editor","17/12/1989","d2f97d2f66828914ec3597dac1529e1d","1386482968","45.2211","-101.737809","0"
"428172","03/12/2020 21:15","4476840000000.0","fraud_Dare, Casper and Bartoletti","kids_pets","162.97","Steven","Walters","M","3206 Hall Divide Suite 282","Woodville","AL","35776","34.6689","-86.2296","3395","Editor, commissioning","21/01/1979","63e0f056c0948f6aab1460bcde2397ff","1386105308","34.47826","-86.437145","0"
"94978","24/07/2020 13:05","4.90663e+18","fraud_Schmeler-Howe","personal_care","2.03","Charles","Moreno","M","838 Franklin Prairie Apt. 902","Key West","FL","33040","24.6557","-81.3824","32891","Town planner","13/02/1987","2476577c9cf53335d87e601fe78a3982","1374671101","24.803294","-80.992524","0"
"341736","31/10/2020 00:51","4981130000000.0","fraud_Erdman-Kertzmann","gas_transport","79.6","Joseph","Spencer","M","7854 Stephanie Island Suite 788","Holloway","OH","43985","40.0113","-80.9701","128","Child psychotherapist","03/04/1946","a6de66d897ca54e5b74bd828b0cf2b5c","1383180705","39.634089","-80.919621","0"
"178104","23/08/2020 04:18","676369000000.0","fraud_Kris-Weimann","misc_net","9.06","David","Wolfe","M","81261 Garcia Underpass Suite 741","Southfield","MI","48034","42.4969","-83.2911","75830","Engineer, automotive","28/12/1974","776ca49b0cd9b13bd8150fbed2b121aa","1377231524","42.187033","-84.082978","0"
"325464","23/10/2020 21:01","4879270000000000.0","fraud_Satterfield-Lowe","travel","523.23","Collin","Brown","M","995 Benjamin Bypass","Du Pont","GA","31630","31.0","-82.8555","419","Advertising account executive","28/10/1990","34584e17b59994df9fcfdb8a7ed8bca7","1382562082","31.596675","-83.397752","0"
"313454","18/10/2020 17:25","3533740000000000.0","fraud_Hermann-Gaylord","misc_pos","9.28","Robert","Haynes","M","857 Aaron Circles Suite 398","Johns Island","SC","29455","32.8357","-79.8217","20478","Materials engineer","04/06/1997","0681d649f66717bec0c0c91de0e1f2ce","1382117146","32.19625","-79.144612","0"
"25961","29/06/2020 22:57","4191110000000000.0","fraud_Pagac LLC","shopping_pos","351.67","Jennifer","Spencer","F","477 Wheeler Burg","Amanda","OH","43102","39.6251","-82.7552","4512","Farm manager","03/10/1992","88c148ad531cbee15d3ded7cf3e6c56f","1372546631","39.593838","-82.113013","0"
"283741","05/10/2020 12:15","370877000000000.0","fraud_Haley, Batz and Auer","health_fitness","12.36","Sarah","Clark","F","25961 Beverly Union Apt. 042","North Wilkesboro","NC","28659","36.2017","-81.1286","21134","Dispensing optician","06/03/1984","ccb212f7faafceefab243cf2c7ef5fb5","1380975305","37.127187","-81.936455","0"
"9639","23/06/2020 22:07","3577580000000000.0","fraud_Ernser-Lynch","food_dining","63.09","Debbie","Hughes","F","0182 Owens Burgs Suite 480","Diamond","OH","44412","41.0935","-81.0425","2644","Engineer, biomedical","25/08/1983","b9f3344a99cdb2f291f9680b4ac4a5d0","1372025265","40.440212","-80.27222","0"
"239320","15/09/2020 13:41","213179000000000.0","fraud_Hoppe, Harris and Bednar","entertainment","77.49","Shawn","King","M","31493 Garcia Summit","Athena","OR","97813","45.8289","-118.4971","1302","Dealer","18/10/1976","38d5b3997a00a3bce5779cd717f1512b","1379252476","46.443535","-117.586837","0"
"512321","22/12/2020 03:02","4.35814e+18","fraud_Kuvalis Ltd","gas_transport","56.11","Dawn","Stephens","F","91542 Marissa Shores Apt. 053","Oran","IA","50664","42.7012","-92.0762","53","Sports administrator","05/10/1972","2a0397c35f785dcd95acd6523cf3d8f4","1387681350","43.421526","-92.286992","0"
"547899","29/12/2020 19:19","38947700000000.0","fraud_Hintz, Bauch and Smith","health_fitness","17.97","Lori","Rodriguez","F","12087 Michael Light","Creola","OH","45622","39.3543","-82.503","321","Copywriter, advertising","24/06/1979","5f9be50a41e74d899e66d982a749fed8","1388344751","38.431369","-82.60387","0"
"313937","18/10/2020 20:54","4423490000000000.0","fraud_Hyatt-Blick","travel","5.04","Christopher","Ortega","M","5045 Emily Wall","Princeton","IA","52768","41.6858","-90.3706","1426","Agricultural consultant","06/03/1957","dde8734b0d894e41449cbd47cb1c084d","1382129689","42.329078","-90.5921","0"
"455219","09/12/2020 10:31","372382000000000.0","fraud_McDermott-Weimann","grocery_pos","139.43","Brent","Terrell","M","502 Rice Plaza Apt. 979","Port Ewen","NY","12466","41.8948","-73.9767","2471","Heritage manager","21/01/1966","a5828526ccd0463aa047e62f8007167d","1386585112","42.275787","-73.082395","0"
"553961","31/12/2020 13:50","4446370000000000.0","fraud_Gottlieb Group","kids_pets","56.73","Ryan","Joseph","M","8850 Jessica Center","Atlantic","VA","23303","37.9073","-75.5089","741","Geologist, engineering","17/08/1986","4b33e35e3b267e510984cc0d5f75c551","1388497801","37.668185","-74.569489","0"
